Sod,Date,Time_pt,moist_1,moist_2,moist_3
DMP_CH_02,20.4.17,2,34.1,33.6,37.1
DMP_CH_03,20.4.17,2,25.1,26.6,27.6
DMP_CH_04,20.4.17,2,31.8,30.9,22.6
DMP_CH_05,20.4.17,2,35.1,38.3,43.7
DMP_CH_06,20.4.17,2,25.7,17.4,21.7
DMP_CH_07,20.4.17,2,25.3,29.8,29.1
DMP_CH_08,20.4.17,2,47.5,47.3,47.4
DMP_CH_09,20.4.17,2,33.9,31.2,30.9
DMP_CH_10,20.4.17,2,28.8,24.6,32.8
DMP_CH_11,20.4.17,2,41.4,39,91
DMP_CH_12,20.4.17,2,38.6,21.6,31.8
DMP_CH_13,20.4.17,2,45.8,26.2,31.5
DMP_CH_14,20.4.17,2,24.3,19.6,25.7
DMP_CH_15,20.4.17,2,49.4,44.9,48.4
DMP_CH_16,20.4.17,2,35.4,39.9,39.6
DMP_CH_17,20.4.17,2,42.9,43.6,39.8
DMP_CH_18,20.4.17,2,32.5,29.8,25.6
DMP_CH_19,20.4.17,2,42.4,48.7,35.9
DMP_CH_20,20.4.17,2,44.7,36.6,35.3
DMP_CH_21,20.4.17,2,24.3,16,16.7
DMP_CH_22,20.4.17,2,17,25.2,21.6
DMP_CH_23,20.4.17,2,61.5,31.1,52.5
DMP_CH_24,20.4.17,2,23.8,24.9,24.5
DMP_CH_25,20.4.17,2,19.4,18.3,19
DMP_CH_26,20.4.17,2,38.8,47.4,37.6
DMP_CH_27,20.4.17,2,63,53,32.9
DMP_CH_28,20.4.17,2,40.8,60,55.5
DMP_CH_29,20.4.17,2,22.5,23.6,26.5
DMP_CH_30,20.4.17,2,28,42.5,28.6
DMP_CH_31,20.4.17,2,21.5,26.4,23.1
DMP_TT_01,20.4.17,2,90.5,84.5,85.5
DMP_TT_02,20.4.17,2,62.5,63.5,79.5
DMP_TT_03,20.4.17,2,65,43.4,66.5
DMP_TT_04,20.4.17,2,34.6,23.5,37.6
DMP_TT_05,20.4.17,2,47.7,44.2,60
DMP_TT_06,20.4.17,2,32.6,23.2,18.8
DMP_TT_07,20.4.17,2,22.2,37.1,43.4
DMP_TT_08,20.4.17,2,63.5,41.9,35.8
DMP_TT_09,20.4.17,2,90.5,67.5,89.7
DMP_TT_10,20.4.17,2,63.5,86,83.5
DMP_TT_11,20.4.17,2,55.5,89.7,66.5
DMP_TT_12,20.4.17,2,75,78,74
DMP_TT_13,20.4.17,2,14.6,10.7,8.5
DMP_TT_14,20.4.17,2,22,38.6,20.1
DMP_TT_15,20.4.17,2,23.7,35.1,29.9
DMP_TT_16,20.4.17,2,40.3,22.8,45.8
DMP_TT_17,20.4.17,2,21.1,14.1,17.9
DMP_TT_18,20.4.17,2,44.1,58.5,40
DMP_TT_19,20.4.17,2,37.4,38.1,46.6
DMP_TT_20,20.4.17,2,28.5,32.9,31.2
DMP_TT_21,20.4.17,2,36.1,44.6,40
DMP_TT_22,20.4.17,2,39.3,31.1,46.7
DMP_TT_23,20.4.17,2,78.5,77.5,55.3
DMP_TT_24,20.4.17,2,83.5,90.5,89.1
DMP_TT_25,20.4.17,2,28.8,39,33.6
DMP_TT_26,20.4.17,2,29.9,34.2,49.4
DMP_TT_27,20.4.17,2,89.7,89.7,47.9
DMP_TT_28,20.4.17,2,69.5,84.5,70.5
DMP_TT_29,20.4.17,2,25.7,17.2,22.9
DMP_TT_30,20.4.17,2,13.1,21.9,11
DMP_TT_31,20.4.17,2,35.5,32.7,36.5
DMP_CH_01,8.5.17,3,22.9,28.2,21
DMP_CH_02,8.5.17,3,33.9,43.3,33.4
DMP_CH_03,8.5.17,3,29.2,24.3,14.1
DMP_CH_04,8.5.17,3,33.7,36.2,40.4
DMP_CH_05,8.5.17,3,43.3,45.6,63
DMP_CH_06,8.5.17,3,31.1,26.8,20.8
DMP_CH_07,8.5.17,3,18.1,27.7,33.6
DMP_CH_08,8.5.17,3,48.9,47.8,49.4
DMP_CH_09,8.5.17,3,32.5,35.3,32
DMP_CH_10,8.5.17,3,24.3,25.1,41.9
DMP_CH_11,8.5.17,3,66.5,92.4,59
DMP_CH_12,8.5.17,3,60.5,29.4,33.1
DMP_CH_13,8.5.17,3,74.5,39,32.6
DMP_CH_14,8.5.17,3,15.7,15.4,13.3
DMP_CH_15,8.5.17,3,39.6,48.7,45.8
DMP_CH_16,8.5.17,3,32.9,35.1,33.5
DMP_CH_17,8.5.17,3,42,39.4,40.6
DMP_CH_18,8.5.17,3,24.9,31.6,30
DMP_CH_19,8.5.17,3,42.3,56,34.5
DMP_CH_20,8.5.17,3,45.3,39.1,38.6
DMP_CH_21,8.5.17,3,21.5,19.8,21.3
DMP_CH_22,8.5.17,3,26.1,23.7,38.6
DMP_CH_23,8.5.17,3,38.6,64.5,39.8
DMP_CH_24,8.5.17,3,23.1,26.4,30
DMP_CH_25,8.5.17,3,11,16.9,14.8
DMP_CH_26,8.5.17,3,49.4,34.9,30.1
DMP_CH_27,8.5.17,3,68.5,65.5,60
DMP_CH_28,8.5.17,3,65.5,40.7,78.5
DMP_CH_29,8.5.17,3,27.3,30,23.1
DMP_CH_30,8.5.17,3,37.7,43,39.1
DMP_CH_31,8.5.17,3,17.7,13.6,6.4
DMP_TT_01,8.5.17,3,81,69.5,88
DMP_TT_02,8.5.17,3,63.5,66,88.6
DMP_TT_03,8.5.17,3,69,49,39.8
DMP_TT_04,8.5.17,3,44.7,35.2,33.1
DMP_TT_05,8.5.17,3,47.7,42.2,43.3
DMP_TT_06,8.5.17,3,26.9,19.6,16.3
DMP_TT_07,8.5.17,3,25.9,26.2,45.7
DMP_TT_08,8.5.17,3,49.2,55.5,42.3
DMP_TT_09,8.5.17,3,91.5,48.5,86
DMP_TT_10,8.5.17,3,90.5,47.9,83
DMP_TT_11,8.5.17,3,82.5,63.5,89.7
DMP_TT_12,8.5.17,3,81,89.4,80
DMP_TT_13,8.5.17,3,1.4,6.4,3.5
DMP_TT_14,8.5.17,3,28.3,30.4,21.6
DMP_TT_15,8.5.17,3,34.6,48.2,25.6
DMP_TT_16,8.5.17,3,45.4,34,27.3
DMP_TT_17,8.5.17,3,12,12.6,6.5
DMP_TT_18,8.5.17,3,70.5,47.6,47.7
DMP_TT_19,8.5.17,3,37,30,21.4
DMP_TT_20,8.5.17,3,36.7,30.6,34.9
DMP_TT_21,8.5.17,3,36.9,34.9,60
DMP_TT_22,8.5.17,3,33.2,41.5,30
DMP_TT_23,8.5.17,3,82.5,74.5,74
DMP_TT_24,8.5.17,3,88.1,77,90.4
DMP_TT_25,8.5.17,3,30,34.6,37.1
DMP_TT_26,8.5.17,3,27,24.5,31.9
DMP_TT_27,8.5.17,3,91,90.5,89.6
DMP_TT_28,8.5.17,3,68.5,88.1,89.1
DMP_TT_29,8.5.17,3,23.5,16.3,4.7
DMP_TT_30,8.5.17,3,12.4,11.4,10.9
DMP_TT_31,8.5.17,3,58.5,40.2,32.7
DMP_CH_01,18.5.17,4,21.3,22.9,27
DMP_CH_02,18.5.17,4,33.7,38.3,34.8
DMP_CH_03,18.5.17,4,20.8,24.8,27.2
DMP_CH_04,18.5.17,4,30.6,39.4,39.3
DMP_CH_05,18.5.17,4,46.8,42.8,45.8
DMP_CH_06,18.5.17,4,29.3,20.4,26.4
DMP_CH_07,18.5.17,4,31.6,29.5,31.2
DMP_CH_08,18.5.17,4,77.5,48.7,48.9
DMP_CH_09,18.5.17,4,34.2,35.2,29.1
DMP_CH_10,18.5.17,4,23.5,18.3,18.4
DMP_CH_11,18.5.17,4,51.5,72.5,36.6
DMP_CH_12,18.5.17,4,36.6,43.6,38.2
DMP_CH_13,18.5.17,4,60.5,36,38.2
DMP_CH_14,18.5.17,4,12.7,13,9.3
DMP_CH_15,18.5.17,4,48.4,40.3,45
DMP_CH_16,18.5.17,4,32.4,34,34.3
DMP_CH_17,18.5.17,4,38.9,43.6,38.9
DMP_CH_18,18.5.17,4,24.1,30,28.4
DMP_CH_19,18.5.17,4,54,39.8,33.4
DMP_CH_20,18.5.17,4,47,33.1,41.8
DMP_CH_21,18.5.17,4,22.2,21.6,21.7
DMP_CH_22,18.5.17,4,44.2,30.6,32.2
DMP_CH_23,18.5.17,4,69,34.7,63.5
DMP_CH_24,18.5.17,4,13.4,15.6,15.7
DMP_CH_25,18.5.17,4,7.4,12,9.3
DMP_CH_26,18.5.17,4,31.7,34,36.9
DMP_CH_27,18.5.17,4,74,76.5,74.5
DMP_CH_28,18.5.17,4,60.5,51.5,37.6
DMP_CH_29,18.5.17,4,29.1,32.6,23.5
DMP_CH_30,18.5.17,4,39.8,28.6,35.1
DMP_CH_31,18.5.17,4,17.6,16.4,6.8
DMP_TT_01,18.5.17,4,84,89.7,88.6
DMP_TT_02,18.5.17,4,34.8,84.5,70.5
DMP_TT_03,18.5.17,4,53.5,68,55.3
DMP_TT_04,18.5.17,4,43.3,34,57.5
DMP_TT_05,18.5.17,4,44.3,46.7,45.4
DMP_TT_06,18.5.17,4,26.9,22.2,22.1
DMP_TT_07,18.5.17,4,28,30.3,33.7
DMP_TT_08,18.5.17,4,44.6,48.7,32.5
DMP_TT_09,18.5.17,4,90,57,88.1
DMP_TT_10,18.5.17,4,90.4,91.5,68
DMP_TT_11,18.5.17,4,46.2,78.5,89.1
DMP_TT_12,18.5.17,4,83,71.5,83
DMP_TT_13,18.5.17,4,0.4,0.8,4.6
DMP_TT_14,18.5.17,4,42.6,24.3,37.4
DMP_TT_15,18.5.17,4,41,27.9,75
DMP_TT_16,18.5.17,4,38.8,42.2,30.7
DMP_TT_17,18.5.17,4,8.6,16.3,15.8
DMP_TT_18,18.5.17,4,66,46.1,57
DMP_TT_19,18.5.17,4,30.7,19.3,26.2
DMP_TT_20,18.5.17,4,36.6,40.3,41.4
DMP_TT_21,18.5.17,4,35.2,36.2,71.5
DMP_TT_22,18.5.17,4,34.8,37.1,30.9
DMP_TT_23,18.5.17,4,65,53,70.5
DMP_TT_24,18.5.17,4,88.9,80,90
DMP_TT_25,18.5.17,4,28.2,32.1,39.4
DMP_TT_26,18.5.17,4,27.3,29.3,36.9
DMP_TT_27,18.5.17,4,90.4,89.9,89.6
DMP_TT_28,18.5.17,4,74.5,84,74.5
DMP_TT_29,18.5.17,4,21.9,11.1,7.3
DMP_TT_30,18.5.17,4,16.1,7.2,12
DMP_TT_31,18.5.17,4,40.1,28,43.4
DMP_CH_04,15.6.17,5,29.3,38.6,32.6
DMP_TT_27,15.6.17,5,91.5,92.8,90
DMP_CH_05,15.6.17,5,48.7,43.6,48.4
DMP_TT_08,15.6.17,5,40.7,46.6,42.4
DMP_TT_16,15.6.17,5,35.1,25,40
DMP_TT_23,15.6.17,5,48.2,75.5,48.5
DMP_CH_01,15.6.17,5,22.3,27,23.5
DMP_TT_05,15.6.17,5,40,43.1,59
DMP_CH_06,15.6.17,5,27,23.3,27
DMP_CH_03,15.6.17,5,11.9,26.4,23.5
DMP_TT_17,15.6.17,5,10.6,11.9,19.9
DMP_TT_26,15.6.17,5,27.9,37.4,33.4
DMP_CH_09,15.6.17,5,40.9,35.5,29.2
DMP_TT_28,15.6.17,5,60,78,71.5
DMP_TT_19,15.6.17,5,36.2,30.7,26.7
DMP_TT_02,15.6.17,5,35.4,46.7,47.6
DMP_CH_13,15.6.17,5,46.2,54.5,40.2
DMP_CH_18,15.6.17,5,25.1,29.4,28.7
DMP_CH_25,15.6.17,5,8.6,11.1,7.7
DMP_CH_14,15.6.17,5,19.3,8.2,8.7
DMP_CH_21,15.6.17,5,24.4,23.2,23.4
DMP_TT_13,15.6.17,5,0.9,2.5,1.6
DMP_TT_21,15.6.17,5,44.6,36.2,33.8
DMP_TT_01,15.6.17,5,86,80.5,90.4
DMP_CH_15,15.6.17,5,47,44.1,41.4
DMP_TT_10,15.6.17,5,92.6,88.8,71.5
DMP_CH_26,15.6.17,5,34.6,36.2,47.1
DMP_CH_02,15.6.17,5,33.6,33.6,37
DMP_CH_23,15.6.17,5,70.5,68,37.7
DMP_CH_08,15.6.17,5,65.5,78,53
DMP_TT_12,15.6.17,5,80.5,80.5,73.5
DMP_TT_25,15.6.17,5,39.5,35.3,47.6
DMP_CH_28,15.6.17,5,63,53.5,60.5
DMP_CH_19,15.6.17,5,48.2,47.5,69
DMP_TT_18,15.6.17,5,44.9,69,45.6
DMP_TT_20,15.6.17,5,36.2,29.8,42.4
DMP_CH_07,15.6.17,5,31,31.5,24.9
DMP_TT_04,15.6.17,5,40.4,77,32
DMP_CH_24,15.6.17,5,27.1,21.9,24
DMP_TT_24,15.6.17,5,88,82.5,88.9
DMP_CH_11,15.6.17,5,45.1,55.5,89.4
DMP_TT_09,15.6.17,5,90.4,89.6,78.5
DMP_CH_30,15.6.17,5,32.8,44.6,28.1
DMP_TT_30,15.6.17,5,11.7,4.8,11.2
DMP_TT_07,15.6.17,5,24,27.1,42.2
DMP_CH_27,15.6.17,5,71,71.5,47.3
DMP_CH_22,15.6.17,5,51,31.8,30.5
DMP_TT_29,15.6.17,5,20.9,12.7,13.8
DMP_CH_12,15.6.17,5,45.8,42.2,45.7
DMP_TT_15,15.6.17,5,43.1,36.1,47.5
DMP_CH_16,15.6.17,5,35.2,34.7,28.4
DMP_TT_03,15.6.17,5,47.4,49.4,39.5
DMP_TT_11,15.6.17,5,86,88.8,48.7
DMP_CH_20,15.6.17,5,43,36.6,41.9
DMP_TT_22,15.6.17,5,33.4,33.7,38.3
DMP_CH_10,15.6.17,5,19.8,14.1,32.5
DMP_CH_29,15.6.17,5,28.5,30.6,23.8
DMP_TT_14,15.6.17,5,34.2,24.6,24.4
DMP_CH_17,15.6.17,5,44.3,38,40
DMP_TT_06,15.6.17,5,26.4,19.9,21.4
DMP_TT_31,15.6.17,5,75.5,32.1,74
DMP_CH_31,15.6.17,5,18,8.4,18.9
DMP_CH_04,13.7.17,6,40,40.2,36.2
DMP_TT_27,13.7.17,6,72.5,90.5,88.9
DMP_CH_05,13.7.17,6,48.5,63.5,47.3
DMP_TT_08,13.7.17,6,39,45.8,44.6
DMP_TT_16,13.7.17,6,46.3,37.1,59
DMP_TT_23,13.7.17,6,65.5,73.5,72
DMP_CH_01,13.7.17,6,23,21.8,26.9
DMP_TT_05,13.7.17,6,36.6,42.7,47.1
DMP_CH_06,13.7.17,6,27.9,21.4,12.3
DMP_CH_03,13.7.17,6,12.8,23.8,25
DMP_TT_17,13.7.17,6,10.1,9.7,12
DMP_TT_26,13.7.17,6,30.3,34.2,35.1
DMP_CH_09,13.7.17,6,37.9,33.9,30.9
DMP_TT_28,13.7.17,6,62,79.5,63.5
DMP_TT_19,13.7.17,6,36.6,30,25.7
DMP_TT_02,13.7.17,6,42.3,40.2,46.5
DMP_CH_13,13.7.17,6,37,30.3,62.5
DMP_CH_18,13.7.17,6,21.7,25.3,23.7
DMP_CH_25,13.7.17,6,5.7,5.7,9.7
DMP_CH_14,13.7.17,6,15.7,4.5,20.1
DMP_CH_21,13.7.17,6,21.6,19,25.5
DMP_TT_13,13.7.17,6,1.8,0.3,1.3
DMP_TT_21,13.7.17,6,35,61.5,36.6
DMP_TT_01,13.7.17,6,91,82.5,47.9
DMP_CH_15,13.7.17,6,45.2,56,32.2
DMP_TT_10,13.7.17,6,89.7,89.1,75
DMP_CH_26,13.7.17,6,37.9,29.4,29
DMP_CH_02,13.7.17,6,41.7,41.4,33.1
DMP_CH_23,13.7.17,6,60.5,39.9,74
DMP_CH_08,13.7.17,6,72,57,62
DMP_TT_12,13.7.17,6,81.5,75,73.5
DMP_TT_25,13.7.17,6,40.2,33.2,28.6
DMP_CH_28,13.7.17,6,45.7,62,66
DMP_CH_19,13.7.17,6,32,30.1,56
DMP_TT_18,13.7.17,6,46,46.6,55.5
DMP_TT_20,13.7.17,6,41.2,34.5,41.4
DMP_CH_07,13.7.17,6,36.7,32.8,29.4
DMP_TT_04,13.7.17,6,36.2,77,43.4
DMP_CH_24,13.7.17,6,31.6,22.6,14.5
DMP_TT_24,13.7.17,6,89.9,81,90
DMP_CH_11,13.7.17,6,46.8,80.5,91
DMP_TT_09,13.7.17,6,90.4,88.8,62.5
DMP_CH_30,13.7.17,6,38.4,43.4,38.3
DMP_TT_30,13.7.17,6,5.6,5.4,2.2
DMP_TT_07,13.7.17,6,19,24.9,22.6
DMP_CH_27,13.7.17,6,74.5,69.5,48.2
DMP_CH_22,13.7.17,6,33,41,37.9
DMP_TT_29,13.7.17,6,15.5,8.4,2.9
DMP_CH_12,13.7.17,6,39.9,25.9,31.3
DMP_TT_15,13.7.17,6,45.8,35.9,29.2
DMP_CH_16,13.7.17,6,27.2,28.1,28.9
DMP_TT_03,13.7.17,6,47,43.4,39.6
DMP_TT_11,13.7.17,6,46.6,88.1,75
DMP_CH_20,13.7.17,6,44.6,43.9,36.6
DMP_TT_22,13.7.17,6,22.1,28.7,26.5
DMP_CH_10,13.7.17,6,17.2,11.1,25.5
DMP_CH_29,13.7.17,6,29,30.8,24.3
DMP_TT_14,13.7.17,6,30.1,41.8,23.3
DMP_CH_17,13.7.17,6,41.2,34.9,37.1
DMP_TT_06,13.7.17,6,23.1,14.2,15.2
DMP_TT_31,13.7.17,6,41.8,33,31.1
DMP_CH_31,13.7.17,6,12.8,10,6.7
DMP_CH_01,7.9.17,7,28.4,25,23.2
DMP_CH_02,7.9.17,7,43.1,37.4,35.9
DMP_CH_03,7.9.17,7,22.6,8.3,24.1
DMP_CH_04,7.9.17,7,34.2,34.7,42.5
DMP_CH_05,7.9.17,7,47.5,44.8,57.5
DMP_CH_06,7.9.17,7,24.9,26,19.9
DMP_CH_07,7.9.17,7,34.6,46.2,33
DMP_CH_08,7.9.17,7,62,64.5,54
DMP_CH_09,7.9.17,7,39.8,36.5,35.4
DMP_CH_10,7.9.17,7,6.7,5.5,3.1
DMP_CH_11,7.9.17,7,80.5,77.5,89.9
DMP_CH_12,7.9.17,7,34.2,40,13.5
DMP_CH_13,7.9.17,7,35.2,41.2,35.5
DMP_CH_14,7.9.17,7,4.7,5.5,0.7
DMP_CH_15,7.9.17,7,48.6,45.6,46.8
DMP_CH_16,7.9.17,7,24.9,26.5,24.3
DMP_CH_17,7.9.17,7,38.6,33.9,35
DMP_CH_18,7.9.17,7,24.9,27.4,23.4
DMP_CH_19,7.9.17,7,49.2,55.5,42.6
DMP_CH_20,7.9.17,7,41.2,37.1,40.6
DMP_CH_21,7.9.17,7,27.3,26.2,26.1
DMP_CH_22,7.9.17,7,40.4,59.5,37.5
DMP_CH_23,7.9.17,7,45.8,76.5,45.4
DMP_CH_24,7.9.17,7,27.9,20.2,33
DMP_CH_25,7.9.17,7,2.5,0,5.5
DMP_CH_26,7.9.17,7,29.7,43.8,34.6
DMP_CH_27,7.9.17,7,55.5,53.5,38
DMP_CH_28,7.9.17,7,59.5,68.5,44.3
DMP_CH_29,7.9.17,7,32.8,19.3,33.7
DMP_CH_30,7.9.17,7,40.9,30.6,40.1
DMP_CH_31,7.9.17,7,10.1,19.3,5.5
DMP_TT_01,7.9.17,7,91,84.5,75.5
DMP_TT_02,7.9.17,7,31.7,42.2,46.5
DMP_TT_03,7.9.17,7,48.6,48,38.6
DMP_TT_04,7.9.17,7,34,31.7,53
DMP_TT_05,7.9.17,7,45.8,36.6,47.8
DMP_TT_06,7.9.17,7,6.9,9.4,2.3
DMP_TT_07,7.9.17,7,0,0,0
DMP_TT_08,7.9.17,7,35.8,44.3,33.9
DMP_TT_09,7.9.17,7,89.9,61.5,74.5
DMP_TT_10,7.9.17,7,89.4,60.5,71.5
DMP_TT_11,7.9.17,7,68,78.5,69
DMP_TT_12,7.9.17,7,78.5,72.5,90.5
DMP_TT_13,7.9.17,7,0.1,0,0.3
DMP_TT_14,7.9.17,7,24.6,39.8,27
DMP_TT_15,7.9.17,7,42.3,42,55.5
DMP_TT_16,7.9.17,7,41.8,39.4,41.5
DMP_TT_17,7.9.17,7,5.5,10.6,6.1
DMP_TT_18,7.9.17,7,50.5,47,48.1
DMP_TT_19,7.9.17,7,33.6,23,36.6
DMP_TT_20,7.9.17,7,40,36.2,17.7
DMP_TT_21,7.9.17,7,34.2,40.1,34.6
DMP_TT_22,7.9.17,7,26.1,25.1,27.3
DMP_TT_23,7.9.17,7,38.6,59.5,48.4
DMP_TT_24,7.9.17,7,82.5,90.5,80.5
DMP_TT_25,7.9.17,7,39.5,44.8,33.4
DMP_TT_26,7.9.17,7,43.6,32.1,29.3
DMP_TT_27,7.9.17,7,81.5,68,81.5
DMP_TT_28,7.9.17,7,69.5,73.5,59.5
DMP_TT_29,7.9.17,7,1.3,0,0
DMP_TT_30,7.9.17,7,0,3.5,5.5
DMP_TT_31,7.9.17,7,29.9,42.6,37.6
DMP_CH_01,1.12.17,8,19.5,19.8,12.7
DMP_CH_02,1.12.17,8,38.9,42.5,38
DMP_CH_03,1.12.17,8,22.9,24,19
DMP_CH_04,1.12.17,8,42.6,32.4,39.1
DMP_CH_05,1.12.17,8,42.9,44.8,50.5
DMP_CH_06,1.12.17,8,10.7,8.4,14.5
DMP_CH_07,1.12.17,8,33.4,58.5,20.2
DMP_CH_08,1.12.17,8,51,62.5,49.4
DMP_CH_09,1.12.17,8,36.7,36.1,38.4
DMP_CH_10,1.12.17,8,6.3,8.5,2.4
DMP_CH_11,1.12.17,8,55.5,83,45
DMP_CH_12,1.12.17,8,32.7,20.2,41.4
DMP_CH_13,1.12.17,8,20.2,30.7,29.7
DMP_CH_14,1.12.17,8,0,0,0
DMP_CH_15,1.12.17,8,5.4,7,7.8
DMP_CH_16,1.12.17,8,13.2,16.8,8.2
DMP_CH_17,1.12.17,8,32.4,33.7,30
DMP_CH_18,1.12.17,8,0,0,0
DMP_CH_19,1.12.17,8,42.8,45.2,37.7
DMP_CH_20,1.12.17,8,35.2,39,40.1
DMP_CH_21,1.12.17,8,19,19,15.7
DMP_CH_22,1.12.17,8,35.5,43.1,34.8
DMP_CH_23,1.12.17,8,41,49.2,45.5
DMP_CH_24,1.12.17,8,14.6,4.3,29.1
DMP_CH_25,1.12.17,8,0.3,0,0.9
DMP_CH_26,1.12.17,8,28.8,13.8,21.4
DMP_CH_27,1.12.17,8,31.3,30.9,25
DMP_CH_28,1.12.17,8,33.4,37.6,31.3
DMP_CH_29,1.12.17,8,10.1,25.2,12
DMP_CH_30,1.12.17,8,36.5,25.5,28.5
DMP_CH_31,1.12.17,8,0,0,0
DMP_TT_01,1.12.17,8,59.5,75.5,60.5
DMP_TT_02,1.12.17,8,44.9,47.7,38.5
DMP_TT_03,1.12.17,8,40.8,34.2,53.5
DMP_TT_04,1.12.17,8,42.2,34,40.6
DMP_TT_05,1.12.17,8,0,0,0
DMP_TT_06,1.12.17,8,3.8,1,0.7
DMP_TT_07,1.12.17,8,0,0,0
DMP_TT_08,1.12.17,8,40,29.8,25.9
DMP_TT_09,1.12.17,8,76.5,65.5,56.5
DMP_TT_10,1.12.17,8,75.5,48.4,44.9
DMP_TT_11,1.12.17,8,45.8,47,49.1
DMP_TT_12,1.12.17,8,53.5,63,73.5
DMP_TT_13,1.12.17,8,0,0,1.5
DMP_TT_14,1.12.17,8,25.8,44.2,27.1
DMP_TT_15,1.12.17,8,30.4,48.5,25.4
DMP_TT_16,1.12.17,8,40.9,46.6,36.7
DMP_TT_17,1.12.17,8,6.3,8,0
DMP_TT_18,1.12.17,8,34.3,39.9,39
DMP_TT_19,1.12.17,8,34.1,34.7,23.7
DMP_TT_20,1.12.17,8,34,38.1,38.6
DMP_TT_21,1.12.17,8,33.3,33.4,29.7
DMP_TT_22,1.12.17,8,27.7,29.7,26.7
DMP_TT_23,1.12.17,8,38.1,31.1,36.6
DMP_TT_24,1.12.17,8,83.5,69.5,74.5
DMP_TT_25,1.12.17,8,37.2,34.8,43.7
DMP_TT_26,1.12.17,8,30.9,41.4,36.5
DMP_TT_27,1.12.17,8,61.5,75,83
DMP_TT_28,1.12.17,8,47.5,55.5,44.4
DMP_TT_29,1.12.17,8,0.4,0,0.3
DMP_TT_30,1.12.17,8,0,0,0
DMP_TT_31,1.12.17,8,34.9,56,58.5
DMP_CH_01,22.2.18,9,24,20.2,16.9
DMP_CH_02,22.2.18,9,43.8,39.8,41.4
DMP_CH_03,22.2.18,9,16.8,11.7,20.5
DMP_CH_04,22.2.18,9,33.4,34.5,41.8
DMP_CH_05,22.2.18,9,42.8,65,46.3
DMP_CH_06,22.2.18,9,4.6,7.6,4.3
DMP_CH_07,22.2.18,9,45.5,31.9,17.5
DMP_CH_08,22.2.18,9,44.2,55.5,48.2
DMP_CH_09,22.2.18,9,35.2,32.3,33.7
DMP_CH_10,22.2.18,9,1.3,3.4,2.7
DMP_CH_11,22.2.18,9,59,46.6,48.7
DMP_CH_12,22.2.18,9,16.3,34.1,31.5
DMP_CH_13,22.2.18,9,29.2,23.6,26.7
DMP_CH_14,22.2.18,9,0,0,0
DMP_CH_15,22.2.18,9,4,1.7,3.9
DMP_CH_16,22.2.18,9,9.6,9.4,5.5
DMP_CH_17,22.2.18,9,29.7,29.8,29.1
DMP_CH_18,22.2.18,9,4.8,2.9,6.9
DMP_CH_19,22.2.18,9,37.5,43,36.5
DMP_CH_20,22.2.18,9,33.7,33.9,34.2
DMP_CH_21,22.2.18,9,0,0,0.1
DMP_CH_22,22.2.18,9,51.5,57,53
DMP_CH_23,22.2.18,9,44.9,45.8,44.9
DMP_CH_24,22.2.18,9,18.7,18.1,12.2
DMP_CH_25,22.2.18,9,0,0,0
DMP_CH_26,22.2.18,9,19.8,19.6,24.1
DMP_CH_27,22.2.18,9,30.9,22.3,24.7
DMP_CH_28,22.2.18,9,27.7,22.8,29
DMP_CH_29,22.2.18,9,28.5,32.1,29.7
DMP_CH_30,22.2.18,9,28.7,33.1,35.1
DMP_CH_31,22.2.18,9,0,0,0
DMP_TT_01,22.2.18,9,62.5,47.6,54.5
DMP_TT_02,22.2.18,9,49.1,41.4,48.2
DMP_TT_03,22.2.18,9,36.2,34.6,36.2
DMP_TT_04,22.2.18,9,46.8,42.6,40.7
DMP_TT_05,22.2.18,9,2.2,1.7,0
DMP_TT_06,22.2.18,9,2.7,0,7.5
DMP_TT_07,22.2.18,9,0,0,0
DMP_TT_08,22.2.18,9,21.1,14.5,19.6
DMP_TT_09,22.2.18,9,63,62.5,46.7
DMP_TT_10,22.2.18,9,68.5,46.2,63.5
DMP_TT_11,22.2.18,9,44.6,45.2,44.8
DMP_TT_12,22.2.18,9,49.4,47.6,50.5
DMP_TT_13,22.2.18,9,0,0,0
DMP_TT_14,22.2.18,9,39,30.1,34.3
DMP_TT_15,22.2.18,9,37.4,32.7,40.7
DMP_TT_16,22.2.18,9,35.3,37.4,44.2
DMP_TT_17,22.2.18,9,5.1,3.6,0
DMP_TT_18,22.2.18,9,40.3,34.2,38.8
DMP_TT_19,22.2.18,9,21.3,37.8,36.7
DMP_TT_20,22.2.18,9,38.8,34.8,40.2
DMP_TT_21,22.2.18,9,34.3,44.9,33.1
DMP_TT_22,22.2.18,9,4.7,7.1,6.2
DMP_TT_23,22.2.18,9,22.3,19.8,27.1
DMP_TT_24,22.2.18,9,70.5,51,57.5
DMP_TT_25,22.2.18,9,43,37.4,40.9
DMP_TT_26,22.2.18,9,36.1,33.4,38.4
DMP_TT_27,22.2.18,9,60,65,65
DMP_TT_28,22.2.18,9,34.5,43.8,36.6
DMP_TT_29,22.2.18,9,0,0,0
DMP_TT_30,22.2.18,9,0,0,0
DMP_TT_31,22.2.18,9,48,48.9,57.5
DMP_CH_01,18.5.18,10,27.6,29.3,26.4
DMP_CH_02,18.5.18,10,41.4,45.1,41.3
DMP_CH_03,18.5.18,10,22.5,14.5,9.7
DMP_CH_04,18.5.18,10,33.1,39.9,37
DMP_CH_05,18.5.18,10,44.8,53,37.2
DMP_CH_06,18.5.18,10,0,2.8,0
