Sod,Date,Time_pt,moist_1,moist_2,moist_3
CAT_TT_02,26.5.17,3,75,32.7,56
CAT_TT_03,26.5.17,3,75,44.2,65.5
CAT_TT_04,26.5.17,3,66,50.5,47.4
CAT_TT_05,26.5.17,3,47,65.5,41.8
CAT_TT_06,26.5.17,3,91.3,91.8,70.5
CAT_TT_07,26.5.17,3,44.8,63.5,35.3
CAT_TT_08,26.5.17,3,43.8,44.3,77.5
CAT_TT_09,26.5.17,3,78.5,69,88.9
CAT_TT_10,26.5.17,3,34.5,84.5,33.5
CAT_TT_11,26.5.17,3,46,51,84.5
CAT_TT_12,26.5.17,3,90.4,91.8,90.4
CAT_TT_13,26.5.17,3,51,55.5,44.3
CAT_TT_14,26.5.17,3,54,63,65.5
CAT_TT_15,26.5.17,3,79.5,83,72
CAT_TT_16,26.5.17,3,80.5,88.6,81
CAT_TT_17,26.5.17,3,71,68,53.5
CAT_TT_18,26.5.17,3,74,65,64.5
CAT_TT_19,26.5.17,3,54.5,49.4,56.5
CAT_TT_20,26.5.17,3,59,69,84.5
CAT_TT_21,26.5.17,3,63.5,65.5,74
CAT_TT_22,26.5.17,3,86,82.5,85.5
CAT_TT_23,26.5.17,3,48.2,78,65
CAT_TT_24,26.5.17,3,58.5,76.5,81.5
CAT_TT_25,26.5.17,3,26.7,39,34.5
CAT_TT_26,26.5.17,3,77.5,76.5,73.5
CAT_TT_27,26.5.17,3,55.3,88.8,74.5
CAT_TT_28,26.5.17,3,89.1,75,44.2
CAT_TT_29,26.5.17,3,31.1,32.4,28.2
CAT_TT_30,26.5.17,3,49.2,36.5,46.3
CAT_TT_31,26.5.17,3,78,74.5,83
CAT_CH_01,8.6.17,4,42,54.5,46.2
CAT_CH_02,8.6.17,4,46.6,48.6,46.6
CAT_CH_03,8.6.17,4,20.9,21.7,24.9
CAT_CH_04,8.6.17,4,48.7,55.5,84
CAT_CH_05,8.6.17,4,69,51.5,41.9
CAT_CH_06,8.6.17,4,33.4,47.6,46.1
CAT_CH_07,8.6.17,4,55.3,70.5,43.3
CAT_CH_08,8.6.17,4,89.6,81,90.4
CAT_CH_09,8.6.17,4,70.5,47,70.5
CAT_CH_10,8.6.17,4,69.5,89.9,50.5
CAT_CH_11,8.6.17,4,47.9,69.5,85.5
CAT_CH_12,8.6.17,4,78.5,48.5,77.5
CAT_CH_13,8.6.17,4,46.3,68,47.9
CAT_CH_14,8.6.17,4,33.8,77.5,45.8
CAT_CH_15,8.6.17,4,92.8,78.5,81.5
CAT_CH_16,8.6.17,4,90.4,90.7,83
CAT_CH_17,8.6.17,4,83,83,83.5
CAT_CH_18,8.6.17,4,79.5,73.5,79.5
CAT_CH_19,8.6.17,4,47.5,44.2,47.4
CAT_CH_20,8.6.17,4,56.5,47.8,60.5
CAT_CH_21,8.6.17,4,44.2,60,44.6
CAT_CH_22,8.6.17,4,31.5,48.4,62.5
CAT_CH_23,8.6.17,4,83.5,78,55.5
CAT_CH_24,8.6.17,4,43.6,39.4,46.6
CAT_CH_25,8.6.17,4,43.1,47.9,60.5
CAT_CH_26,8.6.17,4,58.5,38.2,38
CAT_CH_27,8.6.17,4,47.8,66.5,45.5
CAT_CH_28,8.6.17,4,47.1,74,47.6
CAT_CH_29,8.6.17,4,48.9,34,33.6
CAT_CH_30,8.6.17,4,40.1,30.9,43.6
CAT_CH_31,8.6.17,4,71,59.5,56
CAT_TT_01,8.6.17,4,46.2,31.2,16.9
CAT_TT_02,8.6.17,4,34.8,48.2,65
CAT_TT_03,8.6.17,4,65,62,77.5
CAT_TT_04,8.6.17,4,46.1,47.7,29.2
CAT_TT_05,8.6.17,4,45.1,66,47.2
CAT_TT_06,8.6.17,4,55.3,91.5,92.9
CAT_TT_07,8.6.17,4,54,32.5,48.2
CAT_TT_08,8.6.17,4,44.8,37.4,74
CAT_TT_09,8.6.17,4,78,67.5,80
CAT_TT_10,8.6.17,4,41.4,34.8,36
CAT_TT_11,8.6.17,4,48,83,76.5
CAT_TT_12,8.6.17,4,89.1,90.8,89.7
CAT_TT_13,8.6.17,4,44.2,49.4,44.4
CAT_TT_14,8.6.17,4,45.8,63.5,67.5
CAT_TT_15,8.6.17,4,73.5,71.5,72
CAT_TT_16,8.6.17,4,85.5,82.5,78.5
CAT_TT_17,8.6.17,4,53.5,68,44.6
CAT_TT_18,8.6.17,4,68,53.5,52.5
CAT_TT_19,8.6.17,4,46.2,48.5,82.5
CAT_TT_20,8.6.17,4,81.5,65,82.5
CAT_TT_21,8.6.17,4,65,51.5,48.9
CAT_TT_22,8.6.17,4,81.5,55.3,88
CAT_TT_23,8.6.17,4,88.1,75,48.4
CAT_TT_24,8.6.17,4,46.8,76.5,63.5
CAT_TT_25,8.6.17,4,30.1,30,31.2
CAT_TT_26,8.6.17,4,66,79.5,77.5
CAT_TT_27,8.6.17,4,83.5,80.5,60
CAT_TT_28,8.6.17,4,83.5,80.5,48.6
CAT_TT_29,8.6.17,4,30.3,29.8,33.6
CAT_TT_30,8.6.17,4,38,62,39.8
CAT_TT_31,8.6.17,4,69,90.4,82.5
CAT_CH_13,6.7.17,5,64.5,68.5,46.2
CAT_CH_12,6.7.17,5,73.5,81,70.5
CAT_TT_18,6.7.17,5,41.8,48.6,55.5
CAT_TT_04,6.7.17,5,62,44.6,46.2
CAT_CH_20,6.7.17,5,46.5,55.5,48.6
CAT_CH_25,6.7.17,5,36.4,49.1,49
CAT_TT_14,6.7.17,5,57.5,49,56.5
CAT_TT_13,6.7.17,5,46.7,43.3,40
CAT_TT_28,6.7.17,5,78.5,44.8,48
CAT_TT_30,6.7.17,5,39.6,57,38.3
CAT_CH_09,6.7.17,5,47.5,54,47.2
CAT_CH_08,6.7.17,5,86,88.6,80
CAT_TT_05,6.7.17,5,51.5,86,48.9
CAT_TT_08,6.7.17,5,37,37.7,70.5
CAT_CH_14,6.7.17,5,42.9,69,42.4
CAT_CH_28,6.7.17,5,61.5,77.5,51
CAT_TT_01,6.7.17,5,39,27,30.6
CAT_TT_03,6.7.17,5,66,33.4,47.4
CAT_CH_29,6.7.17,5,34.3,43.8,30.7
CAT_CH_11,6.7.17,5,63,83.5,65.5
CAT_TT_17,6.7.17,5,48.4,74,44.2
CAT_TT_22,6.7.17,5,81.5,55.3,84.5
CAT_CH_07,6.7.17,5,41.3,89.6,73.5
CAT_CH_30,6.7.17,5,35.8,41,39
CAT_TT_23,6.7.17,5,59,89.1,59
CAT_TT_20,6.7.17,5,72.5,66.5,90.4
CAT_CH_03,6.7.17,5,22.4,24.9,23.7
CAT_CH_06,6.7.17,5,30.7,44.1,47
CAT_TT_15,6.7.17,5,68.5,57.5,39.4
CAT_TT_02,6.7.17,5,28.8,47.2,47
CAT_TT_25,6.7.17,5,35.5,29.2,34.8
CAT_TT_16,6.7.17,5,61.5,86,71
CAT_CH_16,6.7.17,5,88.1,90.8,88
CAT_CH_21,6.7.17,5,45.8,46.7,45.2
CAT_CH_17,6.7.17,5,84.5,80.5,82.5
CAT_CH_04,6.7.17,5,64.5,73.5,36.2
CAT_TT_07,6.7.17,5,49.2,46.2,38.4
CAT_TT_12,6.7.17,5,89.1,91.6,91
CAT_CH_02,6.7.17,5,48.1,47,48.4
CAT_TT_24,6.7.17,5,65,55.5,75.5
CAT_CH_22,6.7.17,5,33.3,46.1,49.1
CAT_TT_19,6.7.17,5,43.4,43.1,45.5
CAT_CH_19,6.7.17,5,51,48.1,48.1
CAT_TT_11,6.7.17,5,53.5,48.6,72
CAT_TT_29,6.7.17,5,27.5,28.6,17.7
CAT_TT_31,6.7.17,5,72.5,90.7,78.5
CAT_CH_15,6.7.17,5,92,75,83
CAT_CH_05,6.7.17,5,46.2,67.5,39.5
CAT_CH_26,6.7.17,5,43.3,60.5,48.2
CAT_CH_31,6.7.17,5,63,70.5,68.5
CAT_TT_10,6.7.17,5,37.2,48,36.7
CAT_TT_27,6.7.17,5,83,88.6,78.5
CAT_CH_24,6.7.17,5,45.2,45.6,48.4
CAT_CH_10,6.7.17,5,64.5,84.5,81
CAT_TT_21,6.7.17,5,48.6,49.2,50.5
CAT_TT_09,6.7.17,5,79.5,59.5,62.5
CAT_CH_18,6.7.17,5,82.5,67.5,78
CAT_CH_27,6.7.17,5,63.5,43.2,75
CAT_TT_06,6.7.17,5,91.5,91.3,73.5
CAT_TT_26,6.7.17,5,75,71.5,68.5
CAT_CH_23,6.7.17,5,78.5,51.5,61.5
CAT_CH_01,6.7.17,5,77,53,46.6
CAT_CH_01,3.8.17,6,88.1,49.4,58.5
CAT_CH_02,3.8.17,6,36.2,43.7,46.2
CAT_CH_03,3.8.17,6,22.8,26.1,22.7
CAT_CH_04,3.8.17,6,44.9,43,71
CAT_CH_05,3.8.17,6,48.6,34,35.3
CAT_CH_06,3.8.17,6,43,39,21.4
CAT_CH_07,3.8.17,6,42.8,80,46.7
CAT_CH_08,3.8.17,6,81.5,85.5,90.4
CAT_CH_09,3.8.17,6,64.5,57,47
CAT_CH_10,3.8.17,6,75.5,88,83
CAT_CH_11,3.8.17,6,62.5,74,56.5
CAT_CH_12,3.8.17,6,77,45.8,49.1
CAT_CH_13,3.8.17,6,72.5,47.9,47.4
CAT_CH_14,3.8.17,6,38.5,43.3,48.6
CAT_CH_15,3.8.17,6,74.5,84,89.1
CAT_CH_16,3.8.17,6,84,77,90.5
CAT_CH_17,3.8.17,6,78.5,77.5,79.5
CAT_CH_18,3.8.17,6,66.5,77,64.5
CAT_CH_19,3.8.17,6,42.2,46.6,49.1
CAT_CH_20,3.8.17,6,80,73.5,47.2
CAT_CH_21,3.8.17,6,40.9,34.3,37.8
CAT_CH_22,3.8.17,6,41,39.8,49.4
CAT_CH_23,3.8.17,6,64.5,68.5,48.9
CAT_CH_24,3.8.17,6,42.2,38.6,34.2
CAT_CH_25,3.8.17,6,52.5,45.8,48.7
CAT_CH_26,3.8.17,6,39.3,45.6,34.3
CAT_CH_27,3.8.17,6,41,43.1,45.7
CAT_CH_28,3.8.17,6,66,67.5,45.5
CAT_CH_29,3.8.17,6,33.4,37.5,31.2
CAT_CH_30,3.8.17,6,37.1,30.2,31.1
CAT_CH_31,3.8.17,6,54,63.5,50.5
CAT_TT_01,3.8.17,6,47.5,21.6,30
CAT_TT_02,3.8.17,6,41.3,77.5,43.4
CAT_TT_03,3.8.17,6,66,39,48
CAT_TT_04,3.8.17,6,60.5,42.8,33.7
CAT_TT_05,3.8.17,6,70.5,44.1,83.5
CAT_TT_06,3.8.17,6,89.4,55.3,64.5
CAT_TT_07,3.8.17,6,42.7,37.1,36.4
CAT_TT_08,3.8.17,6,37.8,63,40.3
CAT_TT_09,3.8.17,6,49.1,61.5,84
CAT_TT_10,3.8.17,6,40.7,24.3,33.3
CAT_TT_11,3.8.17,6,45,69.5,73.5
CAT_TT_12,3.8.17,6,88,80,91.5
CAT_TT_13,3.8.17,6,41,40.2,40.7
CAT_TT_14,3.8.17,6,49.1,72.5,56.5
CAT_TT_15,3.8.17,6,48.6,47,72.5
CAT_TT_16,3.8.17,6,43.8,81,58.5
CAT_TT_17,3.8.17,6,48.1,47.5,35.8
CAT_TT_18,3.8.17,6,42.3,49,48.2
CAT_TT_19,3.8.17,6,42.2,38.3,45.2
CAT_TT_20,3.8.17,6,43.6,48.7,47.9
CAT_TT_21,3.8.17,6,48.6,48.2,47.4
CAT_TT_22,3.8.17,6,80.5,80.5,78
CAT_TT_23,3.8.17,6,84,44.4,48.6
CAT_TT_24,3.8.17,6,77.5,49.1,75.5
CAT_TT_25,3.8.17,6,40.1,32.1,45.2
CAT_TT_26,3.8.17,6,63,78.5,76.5
CAT_TT_27,3.8.17,6,68.5,83,80
CAT_TT_28,3.8.17,6,36.6,42,80.5
CAT_TT_29,3.8.17,6,21.1,26.3,27
CAT_TT_30,3.8.17,6,34.2,31.5,42.6
CAT_TT_31,3.8.17,6,91.6,88,78
CAT_CH_01,29.9.17,7,47.6,55.3,75
CAT_CH_02,29.9.17,7,42.2,32.8,37
CAT_CH_03,29.9.17,7,18.3,21.2,14.9
CAT_CH_04,29.9.17,7,23,40.1,41.3
CAT_CH_05,29.9.17,7,44.7,33.8,29.5
CAT_CH_06,29.9.17,7,34,35.1,25.2
CAT_CH_07,29.9.17,7,47.2,42.4,53
CAT_CH_08,29.9.17,7,47.3,63.5,55.3
CAT_CH_09,29.9.17,7,45.4,36.6,44.7
CAT_CH_10,29.9.17,7,46.7,46.3,49.1
CAT_CH_11,29.9.17,7,49.4,69,73.5
CAT_CH_12,29.9.17,7,49.2,69.5,46.1
CAT_CH_13,29.9.17,7,77.5,65,48
CAT_CH_14,29.9.17,7,34.6,47.1,49
CAT_CH_15,29.9.17,7,81,74.5,66.5
CAT_CH_16,29.9.17,7,88.1,66,72
CAT_CH_17,29.9.17,7,68,71.5,62.5
CAT_CH_18,29.9.17,7,69,49.4,53
CAT_CH_19,29.9.17,7,36.2,42.5,53
CAT_CH_20,29.9.17,7,45.8,62.5,46.2
CAT_CH_21,29.9.17,7,33.4,29.5,34.5
CAT_CH_22,29.9.17,7,43.1,39.8,42.3
CAT_CH_23,29.9.17,7,45.8,69.5,53
CAT_CH_24,29.9.17,7,34.2,36.5,31.9
CAT_CH_25,29.9.17,7,43.7,41.2,41.9
CAT_CH_26,29.9.17,7,37.4,34,42.7
CAT_CH_27,29.9.17,7,30.9,35.8,42.8
CAT_CH_28,29.9.17,7,44.6,41.3,64.5
CAT_CH_29,29.9.17,7,28.2,29.2,27.7
CAT_CH_30,29.9.17,7,32.5,24.3,37.2
CAT_CH_31,29.9.17,7,47.3,48.4,47.5
CAT_TT_01,29.9.17,7,27.6,22.6,16.2
CAT_TT_02,29.9.17,7,43.1,48.6,48.7
CAT_TT_03,29.9.17,7,42.5,53.5,34.2
CAT_TT_04,29.9.17,7,38.1,41.4,32
CAT_TT_05,29.9.17,7,48.6,74,56.5
CAT_TT_06,29.9.17,7,55.5,83.5,88.1
CAT_TT_07,29.9.17,7,31.5,45,33.4
CAT_TT_08,29.9.17,7,32.4,42.9,43.8
CAT_TT_09,29.9.17,7,44.8,55.5,59
CAT_TT_10,29.9.17,7,12.6,13.9,16.6
CAT_TT_11,29.9.17,7,48.6,45.6,45.6
CAT_TT_12,29.9.17,7,80.5,83,89.4
CAT_TT_13,29.9.17,7,34.3,35.2,33.6
CAT_TT_14,29.9.17,7,45.4,71.5,46.1
CAT_TT_15,29.9.17,7,38.5,34.4,30.6
CAT_TT_16,29.9.17,7,53,43.3,77.5
CAT_TT_17,29.9.17,7,46.6,36.6,31.7
CAT_TT_18,29.9.17,7,33.5,30,37.2
CAT_TT_19,29.9.17,7,39.9,31.1,44.3
CAT_TT_20,29.9.17,7,47.8,45.1,40.8
CAT_TT_21,29.9.17,7,44.3,45.1,44.4
CAT_TT_22,29.9.17,7,75,72.5,75
CAT_TT_23,29.9.17,7,41.9,42,43.7
CAT_TT_24,29.9.17,7,44.1,46.5,43.7
CAT_TT_25,29.9.17,7,26.4,31,33.6
CAT_TT_26,29.9.17,7,66.5,68,56.5
CAT_TT_27,29.9.17,7,63.5,71,70.5
CAT_TT_28,29.9.17,7,42.7,65.5,48
CAT_TT_29,29.9.17,7,13,12.9,4.6
CAT_TT_30,29.9.17,7,30.3,35.1,40.7
CAT_TT_31,29.9.17,7,90,73.5,81.5
CAT_CH_01,22.12.17,8,48.7,74,72
CAT_CH_02,22.12.17,8,41,38.6,46.6
CAT_CH_03,22.12.17,8,0,0.9,3.9
CAT_CH_04,22.12.17,8,38.5,30.7,42.8
CAT_CH_05,22.12.17,8,41.7,27.4,46.2
CAT_CH_06,22.12.17,8,27.4,25.8,24.6
CAT_CH_07,22.12.17,8,53,47.7,38.5
CAT_CH_08,22.12.17,8,56.5,48.1,47.2
CAT_CH_09,22.12.17,8,41.4,38.3,44.8
CAT_CH_10,22.12.17,8,39.5,43.9,43.7
CAT_CH_11,22.12.17,8,47.2,47.6,49.4
CAT_CH_12,22.12.17,8,44.8,44.6,42.9
CAT_CH_13,22.12.17,8,47.6,47,42.9
CAT_CH_14,22.12.17,8,35.2,45.4,62.5
CAT_CH_15,22.12.17,8,56,48.6,60
CAT_CH_16,22.12.17,8,63,45.7,47.6
CAT_CH_17,22.12.17,8,49.4,55.5,48.6
CAT_CH_18,22.12.17,8,45.6,48.2,48.9
CAT_CH_19,22.12.17,8,34.5,39.3,39.8
CAT_CH_20,22.12.17,8,43.9,47.4,48.6
CAT_CH_21,22.12.17,8,28.3,27.9,27.5
CAT_CH_22,22.12.17,8,43.9,43.8,43.4
CAT_CH_23,22.12.17,8,44.2,43,44.3
CAT_CH_24,22.12.17,8,23.4,14,0.9
CAT_CH_25,22.12.17,8,37,37,42.4
CAT_CH_26,22.12.17,8,15.1,16.7,18.1
CAT_CH_27,22.12.17,8,38.4,38.8,45
CAT_CH_28,22.12.17,8,40.7,39.1,45.6
CAT_CH_29,22.12.17,8,18.4,21.4,6
CAT_CH_30,22.12.17,8,29.1,35.9,20.9
CAT_CH_31,22.12.17,8,41.8,43.4,30
CAT_TT_01,22.12.17,8,27.3,16.2,19
CAT_TT_02,22.12.17,8,35.1,38.5,37.9
CAT_TT_03,22.12.17,8,36,40.4,38
CAT_TT_04,22.12.17,8,35.1,37.4,32.8
CAT_TT_05,22.12.17,8,49.4,48.2,47.5
CAT_TT_06,22.12.17,8,47.3,65,62.5
CAT_TT_07,22.12.17,8,0,2.4,12.4
CAT_TT_08,22.12.17,8,46.6,29.1,35.1
CAT_TT_09,22.12.17,8,46.7,43,47.6
CAT_TT_10,22.12.17,8,0,0,0
CAT_TT_11,22.12.17,8,59.5,48.2,49
CAT_TT_12,22.12.17,8,68.5,76.5,78
CAT_TT_13,22.12.17,8,17,24.1,25
CAT_TT_14,22.12.17,8,42.7,38.8,41.7
CAT_TT_15,22.12.17,8,10.8,14.1,16.3
CAT_TT_16,22.12.17,8,38.5,45.1,63.5
CAT_TT_17,22.12.17,8,40.3,30.3,37.2
CAT_TT_18,22.12.17,8,30.3,25.8,32.6
CAT_TT_19,22.12.17,8,30.2,22.8,30.9
CAT_TT_20,22.12.17,8,46.6,64.5,60
CAT_TT_21,22.12.17,8,37.9,35.9,41
CAT_TT_22,22.12.17,8,65.5,56,65
CAT_TT_23,22.12.17,8,38.3,38.1,37
CAT_TT_24,22.12.17,8,19.5,6.8,11.9
CAT_TT_25,22.12.17,8,36.6,26.4,33.7
CAT_TT_26,22.12.17,8,57.5,49,46.1
CAT_TT_27,22.12.17,8,45.1,45.1,46.6
CAT_TT_28,22.12.17,8,46,55.5,48.9
CAT_TT_29,22.12.17,8,6.6,9.3,0.5
CAT_TT_30,22.12.17,8,37,38.2,41.5
CAT_TT_31,22.12.17,8,88.1,81.5,89.4
CAT_CH_01,16.3.18,9,51,45.7,61.5
CAT_CH_02,16.3.18,9,29.4,31.2,28.9
CAT_CH_03,16.3.18,9,4,4.5,5.8
CAT_CH_04,16.3.18,9,36.7,46.5,43.9
CAT_CH_05,16.3.18,9,20.3,16.9,18.2
CAT_CH_06,16.3.18,9,17.4,18,16
CAT_CH_07,16.3.18,9,41,48.6,39.5
CAT_CH_08,16.3.18,9,46.2,42.4,48
CAT_CH_09,16.3.18,9,42.6,32.6,41.5
CAT_CH_10,16.3.18,9,36.1,36.2,39.5
CAT_CH_11,16.3.18,9,42.6,44.6,47.4
CAT_CH_12,16.3.18,9,40.8,38.9,45.1
CAT_CH_13,16.3.18,9,46,44.8,43.1
CAT_CH_14,16.3.18,9,47.2,45.5,39.8
CAT_CH_15,16.3.18,9,49.4,46,48.7
CAT_CH_16,16.3.18,9,61.5,46,46.2
CAT_CH_17,16.3.18,9,50.5,52.5,54.5
CAT_CH_18,16.3.18,9,44.6,47,45.4
CAT_CH_19,16.3.18,9,43.4,32.3,30.4
CAT_CH_20,16.3.18,9,43.2,41.5,47.3
CAT_CH_21,16.3.18,9,24.4,20.5,19.2
CAT_CH_22,16.3.18,9,36.2,35.1,31.2
CAT_CH_23,16.3.18,9,36.6,35.3,36.1
CAT_CH_24,16.3.18,9,7.9,9.4,7.3
CAT_CH_25,16.3.18,9,32.1,31.3,31.6
CAT_CH_26,16.3.18,9,17.4,14.6,16
CAT_CH_27,16.3.18,9,44.9,39,31.6
CAT_CH_28,16.3.18,9,36,39.8,32.7
CAT_CH_29,16.3.18,9,24.9,16,13.5
CAT_CH_30,16.3.18,9,13,8.5,9.7
CAT_CH_31,16.3.18,9,34.8,35.3,36.2
CAT_TT_01,16.3.18,9,15.3,12.1,14.9
CAT_TT_02,16.3.18,9,39.4,36.1,24
CAT_TT_03,16.3.18,9,36,26.9,38.2
CAT_TT_04,16.3.18,9,27.4,15.9,29.3
CAT_TT_05,16.3.18,9,45.7,45.7,45.1
CAT_TT_06,16.3.18,9,62.5,57,64.5
CAT_TT_07,16.3.18,9,0,0.5,0
CAT_TT_08,16.3.18,9,30.4,34.8,26.4
CAT_TT_09,16.3.18,9,43.8,41.5,43.9
CAT_TT_10,16.3.18,9,0,0,0
CAT_TT_11,16.3.18,9,44.6,47.5,43.9
CAT_TT_12,16.3.18,9,49.4,67.5,74
CAT_TT_13,16.3.18,9,5.9,4.5,7.6
CAT_TT_14,16.3.18,9,41.4,35.9,44.1
CAT_TT_15,16.3.18,9,3.5,6.8,8.1
CAT_TT_16,16.3.18,9,45.4,36.2,39
CAT_TT_17,16.3.18,9,37.4,31,30.7
CAT_TT_18,16.3.18,9,23.9,30.1,30.3
CAT_TT_19,16.3.18,9,0.9,1.3,4.5
CAT_TT_20,16.3.18,9,46.6,39.8,48.5
CAT_TT_21,16.3.18,9,2.2,1.5,1.5
CAT_TT_22,16.3.18,9,58.5,46.5,54.5
CAT_TT_23,16.3.18,9,34.3,37.1,35.2
CAT_TT_24,16.3.18,9,2.2,0.8,2.2
CAT_TT_25,16.3.18,9,28.1,27.5,33
CAT_TT_26,16.3.18,9,61.5,57.5,72
CAT_TT_27,16.3.18,9,42.5,42.6,39.8
CAT_TT_28,16.3.18,9,38.2,44.2,39
CAT_TT_29,16.3.18,9,2.1,10.6,2.1
CAT_TT_30,16.3.18,9,41,37,41.9
CAT_TT_31,16.3.18,9,71.5,77.5,71
CAT_CH_01,7.6.18,10,45.4,64.5,71
CAT_CH_02,7.6.18,10,35.5,39.8,33.3
CAT_CH_03,7.6.18,10,14.9,12,2.4
CAT_CH_04,7.6.18,10,43.7,43.1,42.2
CAT_CH_05,7.6.18,10,22,1.5,13.2
CAT_CH_06,7.6.18,10,22,22.3,28.1
CAT_CH_07,7.6.18,10,43.8,38.5,49.4
CAT_CH_08,7.6.18,10,44.8,48.5,54
CAT_CH_09,7.6.18,10,40.4,37.4,44.2
CAT_CH_10,7.6.18,10,44.3,44.2,42.8
CAT_CH_11,7.6.18,10,43,45.8,46.5
CAT_CH_12,7.6.18,10,43.2,42.2,45.4
CAT_CH_13,7.6.18,10,48.9,46,43.6
CAT_CH_14,7.6.18,10,49.4,47.5,41.4
CAT_CH_15,7.6.18,10,59.5,57,48.7
CAT_CH_16,7.6.18,10,75,48.6,56.5
CAT_CH_17,7.6.18,10,60,56.5,60
CAT_CH_18,7.6.18,10,46.2,43.8,44.2
CAT_CH_19,7.6.18,10,31.4,37.1,40.1
CAT_CH_20,7.6.18,10,44.6,47.2,47.1
CAT_CH_21,7.6.18,10,26.3,27.5,26.2
CAT_CH_22,7.6.18,10,44.6,45.4,43.6
CAT_CH_23,7.6.18,10,41.2,42.9,46.3
CAT_CH_24,7.6.18,10,5.8,6.1,5.5
CAT_CH_25,7.6.18,10,54,50.5,48.4
CAT_CH_26,7.6.18,10,28,22.2,20.7
CAT_CH_27,7.6.18,10,32.7,41.4,38.5
CAT_CH_28,7.6.18,10,35.1,34,38.4
CAT_CH_29,7.6.18,10,22,18.4,28.5
CAT_CH_30,7.6.18,10,20.1,15.9,19.3
CAT_CH_31,7.6.18,10,39.3,38.2,39
CAT_TT_01,7.6.18,10,26.2,8.2,26.5
CAT_TT_02,7.6.18,10,41.5,31.5,40.7
CAT_TT_03,7.6.18,10,41.2,33.2,40.6
CAT_TT_04,7.6.18,10,32.4,22.2,8.8
CAT_TT_05,7.6.18,10,43.9,48.6,47.3
CAT_TT_06,7.6.18,10,71,73.5,70.5
CAT_TT_07,7.6.18,10,2.5,2.4,0
CAT_TT_08,7.6.18,10,40.6,28,25.6
CAT_TT_09,7.6.18,10,47.4,39,46.3
CAT_TT_10,7.6.18,10,0,0,0
CAT_TT_11,7.6.18,10,48.9,53,49.2
CAT_TT_12,7.6.18,10,80.5,78,73.5
CAT_TT_13,7.6.18,10,15.6,9,7.8
CAT_TT_14,7.6.18,10,43.1,41.4,44.9
CAT_TT_15,7.6.18,10,3.4,0,4.9
CAT_TT_16,7.6.18,10,43,38.3,34.1
CAT_TT_17,7.6.18,10,38.4,40.6,38.4
CAT_TT_18,7.6.18,10,30,27.3,29.8
CAT_TT_19,7.6.18,10,6.9,2.8,6.4
CAT_TT_20,7.6.18,10,49,42,47.1
CAT_TT_21,7.6.18,10,1.3,0,2.8
CAT_TT_22,7.6.18,10,70.5,57.5,49.1
CAT_TT_23,7.6.18,10,35.5,39,39.5
CAT_TT_24,7.6.18,10,1.2,0.9,1.3
CAT_TT_25,7.6.18,10,32.7,28.5,28.7
CAT_TT_26,7.6.18,10,66,65.5,71
CAT_TT_27,7.6.18,10,42.3,36.2,45.1
CAT_TT_28,7.6.18,10,63,47.2,39.1
CAT_TT_29,7.6.18,10,2,4.6,0.5
CAT_TT_30,7.6.18,10,43.4,45.3,48.5
CAT_TT_31,7.6.18,10,71,84.5,72.5
CAT_CH_01,6.9.18,11,49.4,62,47.2
CAT_CH_02,6.9.18,11,34.5,33.9,32.2
CAT_CH_03,6.9.18,11,7.4,19.7,2.9
CAT_CH_04,6.9.18,11,33.5,43.9,43.8
CAT_CH_05,6.9.18,11,19.9,10.1,16.9
CAT_CH_06,6.9.18,11,29.8,27,18.8
CAT_CH_07,6.9.18,11,37,44.7,37.8
CAT_CH_08,6.9.18,11,46.5,44.1,45.8
CAT_CH_09,6.9.18,11,39,34.2,42.2
CAT_CH_10,6.9.18,11,38.9,37.6,33.8
CAT_CH_11,6.9.18,11,40.7,45.8,40.9
CAT_CH_12,6.9.18,11,39.8,42.5,43.6
CAT_CH_13,6.9.18,11,47.8,42.4,44.1
CAT_CH_14,6.9.18,11,46.6,45.6,40.2
CAT_CH_15,6.9.18,11,48,52.5,47.3
CAT_CH_16,6.9.18,11,48.2,46.7,44.6
CAT_CH_17,6.9.18,11,57.5,48.9,48.2
CAT_CH_18,6.9.18,11,43.2,46,43.1
CAT_CH_19,6.9.18,11,39.9,35.4,37.4
CAT_CH_20,6.9.18,11,45.1,43.9,46.1
CAT_CH_21,6.9.18,11,27.9,25.3,26
CAT_CH_22,6.9.18,11,41.8,42,39.4
CAT_CH_23,6.9.18,11,39.9,38.5,31.6
CAT_CH_24,6.9.18,11,3.6,0.1,10.1
CAT_CH_25,6.9.18,11,36.7,32.4,35
CAT_CH_26,6.9.18,11,23.1,22.1,23.3
CAT_CH_27,6.9.18,11,40.6,39.4,37.8
CAT_CH_28,6.9.18,11,31.2,33.3,37.6
CAT_CH_29,6.9.18,11,20.2,29.2,22.6
CAT_CH_30,6.9.18,11,23.5,20.1,22.2
CAT_CH_31,6.9.18,11,29.8,34.5,35.5
CAT_TT_01,6.9.18,11,19.2,16,26.3
CAT_TT_02,6.9.18,11,40.6,38.8,36.5
CAT_TT_03,6.9.18,11,38.6,43.9,33.7
CAT_TT_04,6.9.18,11,9.3,21.4,0
CAT_TT_05,6.9.18,11,44.3,46.2,44.6
CAT_TT_06,6.9.18,11,72,54.5,69
CAT_TT_07,6.9.18,11,5,6.9,4.9
CAT_TT_08,6.9.18,11,28.8,32.1,25.3
